SMEL5_01g001060.1	SMEL4.1_01g003020.1.01	100.000	1326	0	0	205	1530	1	1326	0.0	2449
SMEL5_01g001180.1	SMEL4.1_01g003400.1.01	100.000	432	0	0	289	720	1	432	0.0	798
SMEL5_01g001240.1	SMEL4.1_01g003460.1.01	100.000	1113	0	0	334	1446	1	1113	0.0	2056
SMEL5_01g001300.1	SMEL4.1_01g003520.1.01	100.000	957	0	0	164	1120	1	957	0.0	1768
SMEL5_01g001300.1	SMEL4.1_01g003510.1.01	89.917	962	87	7	164	1120	1	957	0.0	1230
SMEL5_01g001360.1	SMEL4.1_01g003570.1.01	99.933	1482	1	0	154	1635	1	1482	0.0	2732
SMEL5_01g001360.1	SMEL4.1_03g008310.1.01	92.544	228	17	0	1366	1593	442	669	1.45e-88	327
SMEL5_01g001420.1	SMEL4.1_01g003630.1.01	100.000	735	0	0	300	1034	358	1092	0.0	1358
SMEL5_01g001420.1	SMEL4.1_12g003560.1.01	89.372	414	42	2	622	1034	731	1143	1.49e-146	520
SMEL5_01g001480.1	SMEL4.1_01g003670.1.01	92.506	427	32	0	1	427	2550	2976	7.23e-175	612
SMEL5_01g001480.1	SMEL4.1_01g011600.1.01	76.765	439	88	14	1	430	207	640	6.57e-61	233
SMEL5_01g001540.1	SMEL4.1_01g003710.1.01	100.000	1152	0	0	437	1588	1	1152	0.0	2128
SMEL5_01g001600.1	SMEL4.1_01g003770.1.01	100.000	843	0	0	140	982	1	843	0.0	1557
SMEL5_01g001600.1	SMEL4.1_12g003510.1.01	76.718	902	193	12	26	917	16	910	1.25e-136	486
SMEL5_01g001600.1	SMEL4.1_01g003780.1.01	100.000	98	0	0	8	105	1	98	6.60e-45	182
SMEL5_01g001660.1	SMEL4.1_01g003830.1.01	100.000	172	0	0	7	178	1	172	1.15e-86	318
SMEL5_01g001720.1	SMEL4.1_01g003880.1.01	100.000	258	0	0	142	399	1	258	4.69e-134	477
SMEL5_01g001720.1	SMEL4.1_01g003870.1.01	94.922	256	13	0	142	397	1	256	2.90e-111	401
SMEL5_01g001720.1	SMEL4.1_01g003840.1.01	90.040	251	25	0	142	392	1	251	1.80e-88	326
SMEL5_01g001720.1	SMEL4.1_01g003990.1.01	86.207	261	33	3	142	399	1	261	1.42e-74	279
SMEL5_01g001720.1	SMEL4.1_01g003980.1.01	86.008	243	34	0	153	395	6	248	5.14e-69	261
SMEL5_01g001780.1	SMEL4.1_01g003910.1.01	100.000	303	0	0	205	507	1	303	4.31e-159	560
SMEL5_01g001780.1	SMEL4.1_01g003940.1.01	87.755	294	27	3	214	507	7	291	2.84e-91	335
SMEL5_01g001780.1	SMEL4.1_01g003920.1.01	85.612	278	34	4	205	476	1	278	8.08e-77	287
SMEL5_01g001780.1	SMEL4.1_01g004010.1.01	95.652	46	1	1	292	336	118	163	2.46e-12	73.1
SMEL5_01g001840.1	SMEL4.1_01g003960.1.01	100.000	261	0	0	497	757	1	261	1.65e-135	483
SMEL5_01g001840.1	SMEL4.1_01g003990.1.01	89.272	261	28	0	497	757	1	261	8.17e-89	327
SMEL5_01g001840.1	SMEL4.1_01g003800.1.01	88.288	222	17	1	497	718	1	213	1.09e-67	257
SMEL5_01g001900.1	SMEL4.1_01g004020.1.01	100.000	315	0	0	140	454	1	315	8.90e-166	582
SMEL5_01g001900.1	SMEL4.1_01g004040.1.01	86.339	183	25	0	227	409	88	270	1.05e-50	200
SMEL5_01g001900.1	SMEL4.1_01g004010.1.01	77.632	304	50	10	140	428	1	301	2.95e-41	169
SMEL5_01g001960.1	SMEL4.1_01g004080.1.01	100.000	459	0	0	233	691	1	459	0.0	848
SMEL5_01g002020.1	SMEL4.1_01g004130.1.01	79.254	429	30	13	3	373	122	549	2.53e-64	244
SMEL5_01g002080.1	SMEL4.1_01g004180.1.01	100.000	930	0	0	166	1095	1	930	0.0	1718
SMEL5_01g002140.1	SMEL4.1_01g004230.1.01	100.000	360	0	0	124	483	1	360	0.0	665
SMEL5_01g002200.1	SMEL4.1_01g004290.1.01	99.075	1081	0	2	235	1315	1	1071	0.0	1932
SMEL5_01g002260.1	SMEL4.1_01g004380.1.01	99.896	960	0	1	954	1913	728	1686	0.0	1766
SMEL5_01g002260.1	SMEL4.1_01g004350.1.01	90.785	662	58	1	220	878	98	759	0.0	881
SMEL5_01g002260.1	SMEL4.1_12g003820.1.01	80.888	968	168	14	954	1913	773	1731	0.0	747
SMEL5_01g002260.1	SMEL4.1_01g004370.1.01	90.173	346	34	0	1013	1358	750	1095	8.82e-126	451
SMEL5_01g002260.1	SMEL4.1_07g009230.1.01	99.115	113	1	0	710	822	6	118	2.73e-51	204
SMEL5_01g002320.1	SMEL4.1_01g004430.1.01	99.833	598	0	1	287	884	1	597	0.0	1098
SMEL5_01g002320.1	SMEL4.1_05g018970.1.01	86.567	67	4	4	787	852	516	578	6.79e-11	69.4
SMEL5_01g002380.1	SMEL4.1_01g004490.1.01	100.000	1110	0	0	247	1356	1	1110	0.0	2050
SMEL5_01g002440.1	SMEL4.1_01g004560.1.01	100.000	2655	0	0	177	2831	1	2655	0.0	4903
SMEL5_01g002500.1	SMEL4.1_01g004620.1.01	100.000	2637	0	0	282	2918	1	2637	0.0	4870
SMEL5_01g002560.1	SMEL4.1_01g004680.1.01	99.415	1026	0	1	387	1412	1	1020	0.0	1857
SMEL5_01g002560.1	SMEL4.1_05g014330.1.01	93.061	245	17	0	1102	1346	11	255	4.67e-98	359
SMEL5_01g002620.1	SMEL4.1_01g004740.1.01	100.000	711	0	0	148	858	1	711	0.0	1314
SMEL5_01g002620.1	SMEL4.1_01g004750.1.01	80.314	574	74	23	148	703	1	553	7.07e-110	398
SMEL5_01g002680.1	SMEL4.1_01g004800.1.01	100.000	1662	0	0	206	1867	1	1662	0.0	3070
SMEL5_01g002740.1	SMEL4.1_01g004840.1.01	100.000	888	0	0	173	1060	1	888	0.0	1640
SMEL5_01g002800.1	SMEL4.1_01g004900.1.01	100.000	510	0	0	167	676	1	510	0.0	942
SMEL5_01g002860.1	SMEL4.1_01g004960.1.01	100.000	1254	0	0	193	1446	1	1254	0.0	2316
SMEL5_01g002920.1	SMEL4.1_01g005020.1.01	100.000	2467	0	0	573	3039	195	2661	0.0	4556
SMEL5_01g002980.1	SMEL4.1_01g005080.1.01	100.000	795	0	0	142	936	1	795	0.0	1469
SMEL5_01g003040.1	SMEL4.1_01g005140.1.01	99.467	750	0	1	465	1210	1	750	0.0	1360
SMEL5_01g003100.1	SMEL4.1_01g005190.1.01	100.000	1113	0	0	650	1762	1	1113	0.0	2056
SMEL5_01g003160.1	SMEL4.1_01g005250.1.01	100.000	806	0	0	208	1013	1	806	0.0	1489
SMEL5_01g003160.1	SMEL4.1_01g005260.1.01	91.935	806	65	0	208	1013	1	806	0.0	1129
SMEL5_01g003220.1	SMEL4.1_01g005310.1.01	100.000	1596	0	0	459	2054	1	1596	0.0	2948
SMEL5_01g003280.1	SMEL4.1_01g005370.1.01	100.000	1248	0	0	185	1432	1	1248	0.0	2305
SMEL5_01g003340.1	SMEL4.1_01g005420.1.01	96.797	843	0	1	194	1009	1	843	0.0	1382
SMEL5_01g003400.1	SMEL4.1_01g005460.1.01	100.000	5554	0	0	151	5704	1	5554	0.0	10257
SMEL5_01g003460.1	SMEL4.1_01g005510.1.01	100.000	837	0	0	53	889	1	837	0.0	1546
SMEL5_01g003520.1	SMEL4.1_01g005570.1.01	99.905	1053	1	0	184	1236	1	1053	0.0	1940
SMEL5_01g003520.1	SMEL4.1_01g005580.1.01	86.427	1083	140	5	159	1236	84	1164	0.0	1179
SMEL5_01g003520.1	SMEL4.1_01g005560.1.01	90.323	899	71	14	346	1236	157	1047	0.0	1164
SMEL5_01g003580.1	SMEL4.1_01g005620.1.01	100.000	840	0	0	255	1094	1	840	0.0	1552
SMEL5_01g003580.1	SMEL4.1_01g005630.1.01	80.025	786	129	18	332	1094	51	831	1.11e-157	556
SMEL5_01g003580.1	SMEL4.1_01g005610.1.01	83.333	432	69	3	246	675	9	439	2.57e-109	396
SMEL5_01g003580.1	SMEL4.1_01g005640.1.01	83.848	421	57	6	255	665	1	420	1.19e-107	390
SMEL5_01g003580.1	SMEL4.1_01g005670.1.01	77.299	696	107	35	289	945	32	715	2.60e-99	363
SMEL5_01g003640.1	SMEL4.1_01g005650.1.01	90.196	357	35	0	211	567	92	448	1.57e-130	466
SMEL5_01g003640.1	SMEL4.1_01g005640.1.01	88.587	368	37	3	200	566	87	450	2.64e-123	442
SMEL5_01g003640.1	SMEL4.1_01g005670.1.01	87.466	367	43	2	200	566	84	447	1.24e-116	420
SMEL5_01g003640.1	SMEL4.1_01g005660.1.01	90.876	274	25	0	294	567	28	301	4.55e-101	368
SMEL5_01g003640.1	SMEL4.1_01g005630.1.01	85.113	309	46	0	245	553	93	401	1.67e-85	316
SMEL5_01g003700.1	SMEL4.1_01g005690.1.01	99.701	1002	0	1	122	1120	1	1002	0.0	1831
SMEL5_01g003700.1	SMEL4.1_01g005670.1.01	77.814	622	123	14	358	972	103	716	1.48e-101	370
SMEL5_01g003700.1	SMEL4.1_01g005650.1.01	76.638	702	138	21	344	1032	88	776	6.87e-100	364
SMEL5_01g003700.1	SMEL4.1_01g005660.1.01	76.942	399	84	5	431	825	28	422	1.57e-56	220
SMEL5_01g003760.1	SMEL4.1_01g006050.1.01	98.016	1008	10	3	119	1126	50	1047	0.0	1742
SMEL5_01g003760.1	SMEL4.1_01g005740.1.01	99.765	851	2	0	102	952	1	851	0.0	1561
SMEL5_01g003760.1	SMEL4.1_05g014510.1.01	87.629	291	28	2	481	771	8	290	8.17e-90	331
SMEL5_01g003760.1	SMEL4.1_01g005730.1.01	85.512	283	28	3	388	669	1	271	2.32e-75	283
SMEL5_01g003760.1	SMEL4.1_01g015680.1.01	100.000	38	0	0	631	668	5	42	1.97e-11	71.3
SMEL5_01g003820.1	SMEL4.1_01g005800.1.01	100.000	939	0	0	117	1055	1	939	0.0	1735
SMEL5_01g003820.1	SMEL4.1_01g005810.1.01	88.794	937	103	2	117	1052	1	936	0.0	1147
SMEL5_01g003820.1	SMEL4.1_01g005790.1.01	89.583	528	51	2	277	800	130	657	0.0	667
SMEL5_01g003880.1	SMEL4.1_01g005850.1.01	100.000	1035	0	0	453	1487	1	1035	0.0	1912
SMEL5_01g003880.1	SMEL4.1_12g004320.1.01	84.942	1036	152	4	453	1486	1	1034	0.0	1046
SMEL5_01g003940.1	SMEL4.1_01g005890.1.01	100.000	996	0	0	238	1233	1	996	0.0	1840
SMEL5_01g004000.1	SMEL4.1_01g005960.1.01	100.000	603	0	0	109	711	1003	1605	0.0	1114
SMEL5_01g004060.1	SMEL4.1_01g006000.1.01	100.000	909	0	0	381	1289	82	990	0.0	1679
SMEL5_01g004120.1	SMEL4.1_01g006060.1.01	99.837	1230	0	1	400	1629	93	1320	0.0	2259
SMEL5_01g004180.1	SMEL4.1_01g006120.1.01	99.500	600	0	2	237	836	1	597	0.0	1088
SMEL5_01g004240.1	SMEL4.1_00g009110.1.01	91.814	452	37	0	188	639	394	845	6.86e-180	630
SMEL5_01g004240.1	SMEL4.1_03g021190.1.01	84.988	413	59	3	168	578	236	647	5.82e-116	418
SMEL5_01g004240.1	SMEL4.1_10g009620.1.01	95.500	200	9	0	168	367	137	336	1.69e-86	320
SMEL5_01g004240.1	SMEL4.1_10g011000.1.01	88.571	245	28	0	168	412	137	381	7.91e-80	298
SMEL5_01g004240.1	SMEL4.1_03g009800.1.01	84.965	286	43	0	168	453	137	422	1.32e-77	291
SMEL5_01g004300.1	SMEL4.1_01g006230.1.01	100.000	804	0	0	306	1109	1	804	0.0	1485
SMEL5_01g004360.1	SMEL4.1_01g006300.1.01	98.769	975	3	1	655	1629	691	1656	0.0	1725
SMEL5_01g004420.1	SMEL4.1_01g006340.1.01	100.000	1362	0	0	1021	2382	1186	2547	0.0	2516
SMEL5_01g004480.1	SMEL4.1_01g006400.1.01	100.000	738	0	0	154	891	1	738	0.0	1363
SMEL5_01g004540.1	SMEL4.1_01g006470.1.01	100.000	729	0	0	258	986	1	729	0.0	1347
SMEL5_01g004600.1	SMEL4.1_01g006530.1.01	100.000	880	0	0	113	992	1	880	0.0	1626
SMEL5_01g004660.1	SMEL4.1_01g006580.1.01	100.000	346	0	0	87	432	348	693	0.0	640
SMEL5_01g004720.1	SMEL4.1_01g006620.1.01	100.000	811	0	0	148	958	1	811	0.0	1498
SMEL5_01g004720.1	SMEL4.1_01g006630.1.01	99.459	370	2	0	606	975	807	1176	0.0	673
SMEL5_01g004780.1	SMEL4.1_01g006670.1.01	99.647	283	0	1	113	395	1	282	2.29e-145	516
SMEL5_01g004840.1	SMEL4.1_01g006730.1.01	100.000	885	0	0	196	1080	1	885	0.0	1635
SMEL5_01g004840.1	SMEL4.1_01g006760.1.01	100.000	360	0	0	1330	1689	1	360	0.0	665
SMEL5_01g004840.1	SMEL4.1_01g006740.1.01	100.000	165	0	0	1797	1961	165	1	7.92e-82	305
SMEL5_01g004840.1	SMEL4.1_01g006750.1.01	100.000	165	0	0	1797	1961	165	1	7.92e-82	305
SMEL5_01g004900.1	SMEL4.1_01g006820.1.01	100.000	386	0	0	388	773	95	480	0.0	713
SMEL5_01g004960.1	SMEL4.1_01g006870.1.01	100.000	269	0	0	135	403	1	269	5.00e-140	497
SMEL5_01g005020.1	SMEL4.1_01g007260.1.01	100.000	1149	0	0	141	1289	1	1149	0.0	2122
SMEL5_01g005080.1	SMEL4.1_01g007200.1.01	100.000	2467	0	0	97	2563	795	3261	0.0	4556
SMEL5_01g005140.1	SMEL4.1_01g007140.1.01	99.872	781	0	1	232	1012	1	780	0.0	1435
SMEL5_01g005200.1	SMEL4.1_01g007080.1.01	100.000	792	0	0	180	971	484	1275	0.0	1463
SMEL5_01g005260.1	SMEL4.1_01g007020.1.01	100.000	342	0	0	80	421	1	342	0.0	632
SMEL5_01g005260.1	SMEL4.1_01g007010.1.01	100.000	342	0	0	80	421	1	342	0.0	632
SMEL5_01g005260.1	SMEL4.1_01g007000.1.01	100.000	342	0	0	80	421	1	342	0.0	632
SMEL5_01g005320.1	SMEL4.1_01g006960.1.01	100.000	1122	0	0	129	1250	1	1122	0.0	2073
SMEL5_01g005380.1	SMEL4.1_01g006910.1.01	100.000	1089	0	0	867	1955	202	1290	0.0	2012
SMEL5_01g005380.1	SMEL4.1_01g007320.1.01	76.923	247	55	2	1655	1900	840	1085	7.93e-32	139
SMEL5_01g005380.1	SMEL4.1_00g007750.1.01	76.707	249	52	5	1655	1900	597	842	3.69e-30	134
SMEL5_01g005500.1	SMEL4.1_01g007330.1.01	100.000	195	0	0	258	452	1	195	5.54e-99	361
SMEL5_01g005560.1	SMEL4.1_01g007400.1.01	100.000	531	0	0	108	638	1	531	0.0	981
SMEL5_01g005560.1	SMEL4.1_01g007390.1.01	100.000	531	0	0	108	638	1	531	0.0	981
SMEL5_01g005620.1	SMEL4.1_01g007460.1.01	99.106	1342	0	1	140	1481	1	1330	0.0	2401
SMEL5_01g005620.1	SMEL4.1_01g007480.1.01	95.161	310	2	2	1080	1389	705	1001	1.72e-133	477
SMEL5_01g005680.1	SMEL4.1_01g007460.1.01	97.312	372	4	2	1	368	1016	1385	2.14e-179	627
SMEL5_01g005680.1	SMEL4.1_01g007480.1.01	100.000	224	0	0	1	224	779	1002	1.82e-115	414
SMEL5_01g005740.1	SMEL4.1_01g007520.1.01	100.000	705	0	0	149	853	1	705	0.0	1303
SMEL5_01g005800.1	SMEL4.1_01g008250.1.01	100.000	424	0	0	157	580	1	424	0.0	784
SMEL5_01g005860.1	SMEL4.1_01g008190.1.01	100.000	549	0	0	39	587	1	549	0.0	1014
SMEL5_01g005860.1	SMEL4.1_01g008180.1.01	92.116	482	35	3	107	587	1	480	0.0	676
SMEL5_01g005920.1	SMEL4.1_01g008120.1.01	100.000	1856	0	0	484	2339	194	2049	0.0	3428
SMEL5_01g005920.1	SMEL4.1_01g008110.1.01	100.000	354	0	0	1986	2339	355	708	0.0	654
SMEL5_01g005980.1	SMEL4.1_01g008050.1.01	99.904	1041	1	0	245	1285	34	1074	0.0	1917
SMEL5_01g006040.1	SMEL4.1_01g007990.1.01	100.000	1656	0	0	260	1915	1	1656	0.0	3059
SMEL5_01g006100.1	SMEL4.1_01g007920.1.01	99.352	1851	0	1	231	2081	1	1839	0.0	3341
SMEL5_01g006100.1	SMEL4.1_01g007940.1.01	78.051	1868	358	35	231	2066	1	1848	0.0	1131
SMEL5_01g006100.1	SMEL4.1_01g007950.1.01	77.427	443	90	8	231	668	1	438	8.22e-67	255
SMEL5_01g006160.1	SMEL4.1_01g007870.1.01	100.000	1800	0	0	433	2232	1	1800	0.0	3325
SMEL5_01g006220.1	SMEL4.1_01g007820.1.01	100.000	2043	0	0	232	2274	1	2043	0.0	3773
SMEL5_01g006220.1	SMEL4.1_01g007860.1.01	91.738	1985	161	1	292	2273	40	2024	0.0	2754
SMEL5_01g006220.1	SMEL4.1_07g019660.1.01	94.510	255	14	0	937	1191	1	255	1.84e-108	394
SMEL5_01g006280.1	SMEL4.1_01g007790.1.01	100.000	280	0	0	822	1101	140	419	6.07e-146	518
SMEL5_01g006280.1	SMEL4.1_01g007770.1.01	100.000	264	0	0	398	661	1	264	4.76e-137	488
SMEL5_01g006280.1	SMEL4.1_01g007780.1.01	100.000	45	0	0	724	768	165	121	2.63e-15	84.2
SMEL5_01g006340.1	SMEL4.1_01g007700.1.01	100.000	837	0	0	178	1014	1	837	0.0	1546
SMEL5_01g006400.1	SMEL4.1_01g007630.1.01	100.000	352	0	0	781	1132	162	513	0.0	651
SMEL5_01g006400.1	SMEL4.1_12g005780.1.01	80.418	766	124	20	375	1133	71	817	9.90e-159	560
SMEL5_01g006460.1	SMEL4.1_01g007560.1.01	99.783	461	1	0	220	680	1	461	0.0	846
SMEL5_01g006520.1	SMEL4.1_01g008320.1.01	100.000	1271	0	0	257	1527	1	1271	0.0	2348
SMEL5_01g006520.1	SMEL4.1_01g008350.1.01	78.582	1410	247	37	306	1692	44	1421	0.0	880
SMEL5_01g006520.1	SMEL4.1_01g008330.1.01	93.065	447	28	2	1276	1719	27	473	0.0	651
SMEL5_01g006520.1	SMEL4.1_01g008340.1.01	92.896	366	23	1	556	921	468	830	3.46e-149	529
SMEL5_01g006520.1	SMEL4.1_01g008260.1.01	89.558	249	23	2	330	575	20	268	3.80e-84	313
SMEL5_01g006580.1	SMEL4.1_01g008370.1.01	100.000	1338	0	0	245	1582	1	1338	0.0	2471
SMEL5_01g006640.1	SMEL4.1_01g008420.1.01	100.000	419	0	0	1	419	233	651	0.0	774
SMEL5_01g006640.1	SMEL4.1_01g008440.1.01	81.955	399	70	2	12	409	331	728	8.62e-92	337
SMEL5_01g006640.1	SMEL4.1_01g008430.1.01	81.955	399	70	2	12	409	331	728	8.62e-92	337
SMEL5_01g006640.1	SMEL4.1_01g008410.1.01	80.711	394	50	13	19	411	1679	2047	1.14e-75	283
SMEL5_01g006700.1	SMEL4.1_01g008480.1.01	100.000	283	0	0	186	468	1	283	1.03e-147	523
SMEL5_01g006760.1	SMEL4.1_01g008530.1.01	100.000	1056	0	0	104	1159	1	1056	0.0	1951
SMEL5_01g006820.1	SMEL4.1_01g008600.1.01	100.000	1297	0	0	111	1407	1	1297	0.0	2396
SMEL5_01g006820.1	SMEL4.1_01g008630.1.01	78.439	1294	223	32	111	1391	1	1251	0.0	793
SMEL5_01g006880.1	SMEL4.1_01g008660.1.01	100.000	565	0	0	61	625	1170	1734	0.0	1044
SMEL5_01g006940.1	SMEL4.1_01g009450.1.01	100.000	1917	0	0	7	1923	1	1917	0.0	3541
SMEL5_01g006940.1	SMEL4.1_01g008700.1.01	93.400	1909	124	2	15	1923	36	1942	0.0	2826
SMEL5_01g006940.1	SMEL4.1_01g009440.1.01	94.977	1493	75	0	431	1923	674	2166	0.0	2342
SMEL5_01g006940.1	SMEL4.1_01g009430.1.01	76.523	1576	343	25	115	1677	68	1629	0.0	835
SMEL5_01g006940.1	SMEL4.1_01g008710.1.01	95.029	523	26	0	15	537	36	558	0.0	822
SMEL5_01g007000.1	SMEL4.1_01g009400.1.01	100.000	1002	0	0	240	1241	1	1002	0.0	1851
SMEL5_01g007060.1	SMEL4.1_01g009340.1.01	100.000	1104	0	0	381	1484	1	1104	0.0	2039
SMEL5_01g007060.1	SMEL4.1_01g009350.1.01	87.240	1105	118	12	381	1484	1	1083	0.0	1238
SMEL5_01g007120.1	SMEL4.1_01g009280.1.01	97.867	1125	0	1	245	1345	1	1125	0.0	1923
SMEL5_01g007120.1	SMEL4.1_00g005600.1.01	78.968	756	145	11	578	1323	1	752	1.90e-141	503
SMEL5_01g007180.1	SMEL4.1_01g009310.1.01	88.274	452	44	5	6	457	755	1197	6.11e-151	532
SMEL5_01g007180.1	SMEL4.1_01g009300.1.01	88.222	450	44	5	8	457	1	441	7.90e-150	529
SMEL5_01g007180.1	SMEL4.1_11g020310.1.01	83.144	439	50	9	6	444	59	473	8.42e-105	379
SMEL5_01g007180.1	SMEL4.1_01g008870.1.01	80.585	376	46	6	47	404	55	421	2.46e-70	265
SMEL5_01g007180.1	SMEL4.1_07g022930.1.01	78.000	200	44	0	246	445	71	270	1.21e-28	126
SMEL5_01g007240.1	SMEL4.1_01g009190.1.01	100.000	334	0	0	156	489	1	334	3.71e-176	617
SMEL5_01g007300.1	SMEL4.1_01g009120.1.01	100.000	415	0	0	231	645	1	415	0.0	767
SMEL5_01g007360.1	SMEL4.1_01g009070.1.01	100.000	558	0	0	177	734	1	558	0.0	1031
SMEL5_01g007420.1	SMEL4.1_01g009010.1.01	99.853	682	0	1	464	1144	1	682	0.0	1253
SMEL5_01g007420.1	SMEL4.1_01g009030.1.01	98.240	682	11	1	464	1144	1	682	0.0	1192
SMEL5_01g007420.1	SMEL4.1_01g009020.1.01	99.594	493	2	0	1258	1750	1521	1029	0.0	900
SMEL5_01g007420.1	SMEL4.1_01g009000.1.01	99.518	415	2	0	1336	1750	1761	1347	0.0	756
SMEL5_01g007480.1	SMEL4.1_01g008940.1.01	100.000	1793	0	0	173	1965	38	1830	0.0	3312
SMEL5_01g007540.1	SMEL4.1_01g008880.1.01	100.000	648	0	0	154	801	1	648	0.0	1197
SMEL5_01g007540.1	SMEL4.1_01g008890.1.01	78.861	667	115	14	154	801	1	660	7.50e-119	427
SMEL5_01g007540.1	SMEL4.1_07g015560.1.01	85.799	169	18	4	574	736	238	406	1.08e-42	174
SMEL5_01g007600.1	SMEL4.1_01g008810.1.01	100.000	1149	0	0	404	1552	1	1149	0.0	2122
SMEL5_01g007600.1	SMEL4.1_00g009070.1.01	100.000	1149	0	0	404	1552	1	1149	0.0	2122
SMEL5_01g007600.1	SMEL4.1_01g008840.1.01	99.913	1149	1	0	404	1552	1	1149	0.0	2117
SMEL5_01g007660.1	SMEL4.1_01g008750.1.01	100.000	1176	0	0	342	1517	1	1176	0.0	2172
SMEL5_01g007720.1	SMEL4.1_01g000360.1.01	98.444	257	0	1	474	730	525	777	1.56e-125	449
SMEL5_01g007780.1	SMEL4.1_01g000310.1.01	100.000	1365	0	0	261	1625	1	1365	0.0	2521
SMEL5_01g007840.1	SMEL4.1_01g000250.1.01	100.000	285	0	0	701	985	331	615	8.72e-149	527
SMEL5_01g007900.1	SMEL4.1_01g000200.1.01	100.000	423	0	0	20	442	1	423	0.0	782
SMEL5_01g007960.1	SMEL4.1_01g000140.1.01	99.856	2077	3	0	656	2732	420	2496	0.0	3819
SMEL5_01g008020.1	SMEL4.1_01g000110.1.01	100.000	1067	0	0	464	1530	893	1959	0.0	1971
SMEL5_01g008080.1	SMEL4.1_01g000420.1.01	93.027	588	41	0	253	840	1	588	0.0	859
SMEL5_01g008080.1	SMEL4.1_01g000410.1.01	92.347	588	45	0	253	840	1	588	0.0	837
SMEL5_01g008080.1	SMEL4.1_01g000450.1.01	91.089	303	27	0	538	840	1	303	5.93e-114	411
SMEL5_01g008140.1	SMEL4.1_01g000490.1.01	100.000	674	0	0	202	875	1	674	0.0	1245
SMEL5_01g008200.1	SMEL4.1_01g001240.1.01	100.000	1019	0	0	24	1042	1	1019	0.0	1882
SMEL5_01g008200.1	SMEL4.1_07g024580.1.01	100.000	47	0	0	1894	1940	852	898	2.98e-16	87.9
SMEL5_01g008260.1	SMEL4.1_01g001180.1.01	100.000	969	0	0	259	1227	1	969	0.0	1790
SMEL5_01g008320.1	SMEL4.1_01g001130.1.01	99.491	2358	0	1	158	2515	1	2346	0.0	4277
SMEL5_01g008380.1	SMEL4.1_01g001070.1.01	100.000	2571	0	0	267	2837	1	2571	0.0	4748
SMEL5_01g008380.1	SMEL4.1_04g008530.1.01	81.938	1135	198	7	898	2030	1406	2535	0.0	953
SMEL5_01g008440.1	SMEL4.1_01g001020.1.01	97.758	1026	8	9	118	1128	1	1026	0.0	1753
SMEL5_01g008560.1	SMEL4.1_01g000900.1.01	100.000	729	0	0	204	932	1	729	0.0	1347
SMEL5_01g008620.1	SMEL4.1_01g000840.1.01	98.646	1329	0	1	238	1548	1	1329	0.0	2338
